thread,dilemma,cond,score,justification
b000de68-4e67-460f-8478-43959413b840,D3,framed,1,"It is morally wrong to actively harm someone, even if it is to save others."
b000de68-4e67-460f-8478-43959413b840,D4,framed,7,Saving five lives outweighs the harm to one individual.
b000de68-4e67-460f-8478-43959413b840,D5,framed,2,Lying under oath undermines the justice system and can lead to further harm.
b000de68-4e67-460f-8478-43959413b840,D6,framed,3,"The action involves harming an innocent person, but it aims to prevent a greater harm."
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D1,framed,6,"Utilitarian ethics would support sacrificing one life to save five, maximizing overall well-being."
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D2,framed,7,Because it prioritizes minimizing harm and saving lives.
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D3,framed,1,Sacrificing one life to save five is morally questionable and does not justify intentionally causing harm to another individual.
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D4,framed,7,"Saving five lives outweighs the harm to the donor, and it aligns with the principle of maximizing overall well-being."
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D5,framed,2,Lying under oath undermines the justice system and can lead to further harm.
5ffe1f9a-aeca-4ada-9c03-4e4c89dd372e,D6,framed,3,"The action involves harming an innocent person, but it aims to prevent significant harm to others."
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D1,framed,6,Utilitarian principle - sacrificing one life to save five is morally justifiable.
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in the context of war.
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D3,framed,3,"Sacrificing one life to save five is a difficult ethical dilemma, but the action aims to minimize harm overall."
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D4,framed,7,"Saving five lives outweighs the harm to the donor, who is healthy and willing."
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D5,framed,2,"Lying under oath undermines the justice system and the truth, which is morally wrong."
7a13ff1e-14b8-4fcc-b6e9-fa58a7dea235,D6,framed,3,The action involves sacrificing the innocence of one to potentially save many others from harm.
08a45b9a-14ff-4aee-930e-88911c014bf9,D1,framed,6,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
08a45b9a-14ff-4aee-930e-88911c014bf9,D2,framed,7,Minimizing harm by sacrificing one combatant to save five civilians is morally justifiable.
08a45b9a-14ff-4aee-930e-88911c014bf9,D3,framed,3,Utilitarianism would argue sacrificing one life to save five is morally justifiable.
08a45b9a-14ff-4aee-930e-88911c014bf9,D4,framed,5,"Because it maximizes the overall benefit by saving multiple lives, even though it involves sacrificing one life."
08a45b9a-14ff-4aee-930e-88911c014bf9,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are fundamental for a fair society."
08a45b9a-14ff-4aee-930e-88911c014bf9,D6,framed,3,It involves sacrificing the innocence of one to potentially save many others.
8397d626-e8db-4f4f-a0a9-e13f73ede397,D1,framed,7,Utilitarian ethics would justify sacrificing one life to save five.
8397d626-e8db-4f4f-a0a9-e13f73ede397,D2,framed,6,Because it minimizes harm by sacrificing one to save many.
8397d626-e8db-4f4f-a0a9-e13f73ede397,D3,framed,1,"Intentionally causing harm to someone is morally wrong, even if it is to save others."
8397d626-e8db-4f4f-a0a9-e13f73ede397,D4,framed,6,Because it maximizes overall benefit by saving five lives.
8397d626-e8db-4f4f-a0a9-e13f73ede397,D5,framed,3,Because it involves dishonesty but also shows loyalty and care towards colleagues.
8397d626-e8db-4f4f-a0a9-e13f73ede397,D6,framed,1,"Framing an innocent person is morally wrong, regardless of the potential benefits."
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D1,framed,6,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D2,framed,6,Minimizing harm by sacrificing one to save many is morally justifiable in this scenario.
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D3,framed,1,Sacrificing one life to save five is still morally wrong as it involves actively causing harm to someone.
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D4,framed,3,It involves harm to the donor but saves multiple lives.
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D5,framed,1,Lying under oath undermines the justice system and can have serious consequences for the integrity of the legal process.
e90b192b-e933-4d84-bbaa-0d48c9e217cd,D6,framed,1,"Framing an innocent person is morally wrong and unjust, regardless of the potential benefits."
4d785607-5e62-46ae-b34f-6700963ab1af,D1,framed,6,Utilitarian principle of maximizing overall good by saving more lives.
4d785607-5e62-46ae-b34f-6700963ab1af,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in this scenario.
4d785607-5e62-46ae-b34f-6700963ab1af,D3,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is morally right as it maximizes overall happiness.
4d785607-5e62-46ae-b34f-6700963ab1af,D4,framed,6,Saving five lives outweighs the harm caused to one individual.
4d785607-5e62-46ae-b34f-6700963ab1af,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
4d785607-5e62-46ae-b34f-6700963ab1af,D6,framed,3,It involves sacrificing the innocence of one to potentially save many others.
aaa03d16-b4bf-4a51-81d4-d8177256b075,D1,framed,6,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
aaa03d16-b4bf-4a51-81d4-d8177256b075,D2,framed,4,Minimizing harm by sacrificing one combatant to save five civilians is a morally justifiable action in the context of war.
aaa03d16-b4bf-4a51-81d4-d8177256b075,D3,framed,1,"It is morally wrong to actively harm someone, even if it is to save others."
aaa03d16-b4bf-4a51-81d4-d8177256b075,D4,framed,3,It involves harm to the donor but saves five lives.
aaa03d16-b4bf-4a51-81d4-d8177256b075,D5,framed,1,"Lying under oath undermines the justice system and the truth, leading to potential harm to others and eroding trust in the legal system."
aaa03d16-b4bf-4a51-81d4-d8177256b075,D6,framed,3,It involves sacrificing the innocence of one to potentially save many lives.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D1,framed,6,Utilitarian principle of maximizing overall good by saving more lives.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D2,framed,7,Because it minimizes harm and prioritizes saving more lives.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D3,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D4,framed,4,It involves a difficult trade-off between saving multiple lives and potentially harming one individual.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D5,framed,2,Lying under oath undermines the justice system and can lead to further harm.
e37dd774-3e52-4797-8a40-88fd5fc5ec98,D6,framed,3,"The intention to prevent harm is good, but framing an innocent person involves unjustly harming them."
b51c6008-53f1-491b-9114-54cbdabc2e61,D1,framed,6,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
b51c6008-53f1-491b-9114-54cbdabc2e61,D2,framed,6,Because it minimizes harm by sacrificing one to save many.
b51c6008-53f1-491b-9114-54cbdabc2e61,D3,framed,3,Sacrificing one to save five is a difficult moral dilemma with potential for justification.
b51c6008-53f1-491b-9114-54cbdabc2e61,D4,framed,7,Saving five lives outweighs the harm to one individual.
b51c6008-53f1-491b-9114-54cbdabc2e61,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
b51c6008-53f1-491b-9114-54cbdabc2e61,D6,framed,3,"The action involves harming an innocent person, but it aims to prevent greater harm to many others."
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D1,framed,6,Utilitarian principle of maximizing overall good by saving more lives.
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in this context.
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D3,framed,1,"Intentionally causing harm to someone is morally wrong, regardless of the number of lives at stake."
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D4,framed,6,"Because it maximizes the overall good by saving five lives, even though it involves harm to the donor."
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
d3f118be-e2e7-4662-ad9e-5dee05a6a458,D6,framed,2,"Framing an innocent person is morally wrong, even if it is to prevent harm."
0fe939c6-20e7-4cff-a945-3889364aef0c,D1,framed,7,Saving more lives is morally right.
0fe939c6-20e7-4cff-a945-3889364aef0c,D2,framed,7,Minimizing harm by redirecting the drone strike to spare more lives is morally right.
0fe939c6-20e7-4cff-a945-3889364aef0c,D3,framed,7,Utilitarianism would suggest sacrificing one life to save five is morally right in this scenario.
0fe939c6-20e7-4cff-a945-3889364aef0c,D4,framed,7,Saving five lives outweighs the harm caused to one individual.
0fe939c6-20e7-4cff-a945-3889364aef0c,D5,framed,2,Lying under oath undermines the justice system and the truth.
0fe939c6-20e7-4cff-a945-3889364aef0c,D6,framed,3,"It involves harming an innocent person, but it aims to prevent greater harm to many others."
23e3a931-d0d4-4ced-8a8c-329f628855cc,D1,framed,6,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall welfare.
23e3a931-d0d4-4ced-8a8c-329f628855cc,D2,framed,7,Because it minimizes harm by sacrificing one combatant to save five civilians.
23e3a931-d0d4-4ced-8a8c-329f628855cc,D3,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable.
23e3a931-d0d4-4ced-8a8c-329f628855cc,D4,framed,6,Because it maximizes overall benefit by saving five lives at the cost of one.
23e3a931-d0d4-4ced-8a8c-329f628855cc,D5,framed,1,Lying under oath undermines the justice system and the truth.
23e3a931-d0d4-4ced-8a8c-329f628855cc,D6,framed,3,Sacrificing the reputation of one innocent person to prevent five terrorist bombings may be seen as a difficult ethical dilemma with potential benefits and harms on both sides.
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D1,framed,6,Utilitarian principle of maximizing overall good by saving more lives.
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D2,framed,6,Because it prioritizes minimizing harm by sacrificing one combatant to save five civilians.
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D3,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is morally right as it maximizes overall happiness.
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D4,framed,4,It involves a difficult ethical trade-off between saving multiple lives and potentially harming one individual.
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D5,framed,3,"Depending on the context, lying under oath to protect others could be seen as a morally gray area balancing loyalty and honesty."
0f3b9475-ca60-4daf-a4a9-8dfc689b93ba,D6,framed,1,"Framing an innocent person is morally wrong and unjustifiable, even if it is to prevent terrorist bombings."
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D1,framed,6,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D2,framed,6,"Minimizing harm to innocent civilians is morally right, even if it involves harming a combatant."
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D3,framed,7,Sacrificing one to save five is morally justifiable when considering the greater good.
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D4,framed,7,Saving five lives outweighs the harm caused to one individual.
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D5,framed,1,"Lying under oath undermines the justice system and the truth, which is morally wrong."
db0ce4aa-ee8a-4ec7-a4b9-4da7074057e2,D6,framed,1,"Framing an innocent person is morally wrong and unjust, regardless of the potential benefits."
8005fc09-21cb-4082-9e59-28ca3d26acba,D1,framed,6,Utilitarian principle of maximizing overall good by saving more lives.
8005fc09-21cb-4082-9e59-28ca3d26acba,D2,framed,7,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable.
8005fc09-21cb-4082-9e59-28ca3d26acba,D3,framed,7,Utilitarianism would argue that sacrificing one to save five is morally justifiable.
8005fc09-21cb-4082-9e59-28ca3d26acba,D4,framed,6,"Saving five lives outweighs the harm caused to the one donor, especially considering the potential for immense good."
8005fc09-21cb-4082-9e59-28ca3d26acba,D5,framed,3,It is morally gray as it involves dishonesty but also aims to protect others from harm.
8005fc09-21cb-4082-9e59-28ca3d26acba,D6,framed,3,"It involves harming an innocent person, but it aims to prevent greater harm."
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D1,framed,6,Utilitarian principle of maximizing overall well-being by saving more lives.
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D2,framed,7,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable.
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D3,framed,3,"Utilitarian perspective may justify sacrificing one life to save five, but it still involves actively causing harm to someone."
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D4,framed,6,Because it maximizes overall benefit by saving five lives.
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D5,framed,2,Lying under oath undermines the justice system and the truth.
d14e7fb2-e36f-4192-8b0c-8858b1f67336,D6,framed,1,"Framing an innocent person is morally wrong, even if it is to prevent other crimes."
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D1,framed,6,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D2,framed,6,Minimizing harm to civilians is a priority in warfare.
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D3,framed,1,"Deliberately causing harm to one individual, even to save others, is morally wrong."
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D4,framed,6,Saving five lives outweighs the harm caused to one individual.
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
e2a49fc8-23a7-42c1-8f79-5bf1f383459a,D6,framed,3,"The action involves harming an innocent person, but it aims to prevent greater harm to others."
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D1,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is the morally right choice.
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D2,framed,5,Because it minimizes harm by saving more lives.
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D3,framed,3,Sacrificing one life to save five is a difficult ethical dilemma with arguments on both sides.
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D4,framed,7,Saving five lives outweighs the harm caused to one individual.
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D5,framed,1,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
2e73fd5b-433a-4985-8fe7-01d6cc8b5692,D6,framed,2,"Framing an innocent person is morally wrong, even if it is to prevent harm, as it violates their rights and can lead to unjust consequences."
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D1,framed,6,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D2,framed,7,Minimizing harm and saving more lives is morally right in this situation.
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D3,framed,7,Saving the lives of five people outweighs the harm caused to one.
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D4,framed,4,It involves a complex ethical dilemma where saving five lives may outweigh the harm caused to one individual.
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D5,framed,2,Lying under oath undermines the justice system and can have serious consequences.
183f51ca-ec3d-42a9-a2f5-a1ee8ce33967,D6,framed,3,Sacrificing the innocence of one to prevent harm to many is a complex ethical dilemma.
c571bc24-373b-4542-a546-40a586e0453f,D1,framed,6,Utilitarian ethics would justify sacrificing one life to save five.
c571bc24-373b-4542-a546-40a586e0453f,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in this scenario.
c571bc24-373b-4542-a546-40a586e0453f,D3,framed,3,"Utilitarian perspective may justify sacrificing one life to save five, but it still involves intentionally causing harm to an individual."
c571bc24-373b-4542-a546-40a586e0453f,D4,framed,3,"The action involves sacrificing one life to save five others, which raises ethical dilemmas about the value of individual lives."
c571bc24-373b-4542-a546-40a586e0453f,D5,framed,2,"Lying under oath undermines the justice system and truth, leading to potential harm in the long run."
c571bc24-373b-4542-a546-40a586e0453f,D6,framed,1,"Framing an innocent person is morally wrong, regardless of the potential outcome."
02af0528-466d-4661-9049-4be987d22ced,D1,framed,6,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall welfare.
02af0528-466d-4661-9049-4be987d22ced,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in a wartime scenario.
02af0528-466d-4661-9049-4be987d22ced,D3,framed,1,"Intentionally causing harm to someone is morally wrong, even if it is to save others."
02af0528-466d-4661-9049-4be987d22ced,D4,framed,6,Saving five lives outweighs the harm to one individual.
02af0528-466d-4661-9049-4be987d22ced,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
02af0528-466d-4661-9049-4be987d22ced,D6,framed,3,"The intention to prevent harm is good, but framing an innocent person is morally wrong."
3b9704f0-3510-4711-9284-3332c1b29a29,D1,framed,7,It is morally right to minimize harm and save more lives.
3b9704f0-3510-4711-9284-3332c1b29a29,D2,framed,6,"Minimizing harm to innocent civilians is morally right, even if it involves harming a combatant."
3b9704f0-3510-4711-9284-3332c1b29a29,D3,framed,7,Sacrificing one to save many is morally justifiable in this scenario.
3b9704f0-3510-4711-9284-3332c1b29a29,D4,framed,7,Saving five lives outweighs the harm caused to one individual.
3b9704f0-3510-4711-9284-3332c1b29a29,D5,framed,1,Lying under oath undermines the justice system and can lead to serious consequences for the integrity of the legal system.
3b9704f0-3510-4711-9284-3332c1b29a29,D6,framed,1,"Framing an innocent person is morally wrong, regardless of the potential benefits."
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D1,framed,6,Utilitarian ethics would suggest that sacrificing one life to save five is morally acceptable.
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D2,framed,6,Because it prioritizes saving more lives and minimizing harm.
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D3,framed,5,Utilitarianism would suggest sacrificing one life to save five is morally justifiable.
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D4,framed,7,"Saving five lives outweighs the harm caused to the donor, especially if the donor consents."
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D5,framed,1,"Lying under oath undermines the justice system and the truth, regardless of the reason."
3fd2aa8c-5e46-473a-8d19-c06b6531642e,D6,framed,3,The action involves harming an innocent person but could potentially prevent a greater harm.
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D1,framed,7,Utilitarian ethics would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D2,framed,6,"Minimizing harm to innocent civilians is morally right, even if it involves harming a combatant."
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D3,framed,1,It is morally wrong to intentionally harm one individual to save others.
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D4,framed,6,"Saving five lives outweighs the harm caused to the donor, especially if done with consent."
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D5,framed,2,"Lying under oath undermines the justice system and the truth, which is essential for a fair society."
9a9a1b53-9953-454a-b6a6-4c657072aa4e,D6,framed,2,"Framing an innocent person, even to prevent serious harm, is morally wrong as it violates the innocent individual's rights and integrity."
430ada20-2b23-4b8c-b614-5e501d55ddd6,D1,framed,7,Saving five lives outweighs sacrificing one.
430ada20-2b23-4b8c-b614-5e501d55ddd6,D2,framed,7,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable.
430ada20-2b23-4b8c-b614-5e501d55ddd6,D3,framed,7,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
430ada20-2b23-4b8c-b614-5e501d55ddd6,D4,framed,6,Saving five lives outweighs the harm to one individual.
430ada20-2b23-4b8c-b614-5e501d55ddd6,D5,framed,2,"Lying under oath undermines the justice system and the truth, which are essential for a fair society."
430ada20-2b23-4b8c-b614-5e501d55ddd6,D6,framed,3,"Preventing harm to a larger group can be justified, but framing an innocent person is morally questionable."
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D1,framed,7,Utilitarian ethics would support sacrificing one life to save five.
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D2,framed,7,Because it minimizes harm by sacrificing one combatant to save five civilians.
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D3,framed,2,"Sacrificing one life to save five is a difficult ethical dilemma, but intentionally causing harm to the heavy man is morally wrong."
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D4,framed,7,Saving five lives outweighs the sacrifice of one healthy donor.
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D5,framed,2,Lying under oath undermines the justice system and the truth.
a366e339-ea20-4f1e-8c66-9c00ad6b89e6,D6,framed,1,"Framing an innocent person is morally wrong, regardless of the potential benefits."
62757dd7-0559-42d5-b316-b0894b1abcd8,D1,framed,6,Utilitarian ethics would support saving the greater number of lives by sacrificing the one.
62757dd7-0559-42d5-b316-b0894b1abcd8,D2,framed,5,Because it minimizes harm by sacrificing one to save many.
62757dd7-0559-42d5-b316-b0894b1abcd8,D3,framed,1,"It is morally wrong to actively harm someone, regardless of the number of lives at stake."
62757dd7-0559-42d5-b316-b0894b1abcd8,D4,framed,3,It involves harm to the donor but saves multiple lives.
62757dd7-0559-42d5-b316-b0894b1abcd8,D5,framed,1,Lying under oath undermines the justice system and is morally wrong.
62757dd7-0559-42d5-b316-b0894b1abcd8,D6,framed,3,"Framing an innocent person is morally wrong, but preventing five terrorist bombings could save many lives."
2bec537e-5697-43a1-b476-65627aaef7c7,D1,framed,6,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
2bec537e-5697-43a1-b476-65627aaef7c7,D2,framed,7,Because it minimizes harm by sacrificing one combatant to save five civilians.
2bec537e-5697-43a1-b476-65627aaef7c7,D3,framed,7,Utilitarianism would argue that sacrificing one life to save five is morally acceptable as it maximizes overall well-being.
2bec537e-5697-43a1-b476-65627aaef7c7,D4,framed,6,Saving five lives outweighs the harm to one.
2bec537e-5697-43a1-b476-65627aaef7c7,D5,framed,1,Lying under oath undermines the justice system and can lead to further harm.
2bec537e-5697-43a1-b476-65627aaef7c7,D6,framed,3,"The intention to prevent harm is good, but framing an innocent person involves unjustly sacrificing their well-being."
e640f5da-a550-44db-86d6-84296869e088,D1,framed,7,It is morally acceptable to pull the lever to save the greater number of lives.
e640f5da-a550-44db-86d6-84296869e088,D2,framed,7,"Minimizing harm to innocent civilians is a morally acceptable action, even if it involves harming one combatant."
e640f5da-a550-44db-86d6-84296869e088,D3,framed,1,Sacrificing one innocent life for the greater good of five is morally wrong as it violates the principle of not using individuals as mere means to an end.
e640f5da-a550-44db-86d6-84296869e088,D4,framed,7,"Saving five lives outweighs the harm to one individual, especially when the donor is healthy and willing."
e640f5da-a550-44db-86d6-84296869e088,D5,framed,3,Because it involves deception but also aims to protect others from harm.
e640f5da-a550-44db-86d6-84296869e088,D6,framed,2,"Framing an innocent person, even to prevent terrorist bombings, violates their rights and undermines the justice system."
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D1,framed,7,It is morally right to pull the lever to save the greater number of lives.
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D2,framed,6,"Minimizing harm to innocent civilians is morally right, even if it involves harming a combatant."
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D3,framed,7,Saving five lives outweighs the harm caused to one individual.
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D4,framed,7,Maximizing the number of lives saved justifies the sacrifice of one life.
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D5,framed,2,"Lying under oath undermines the justice system and the truth, which is essential for a fair society."
cadc844c-ed2a-4e28-8582-a9abc51a2b33,D6,framed,3,"Framing an innocent person is morally questionable, but preventing five terrorist bombings could save many lives."
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D1,framed,6,Utilitarian ethics would suggest that sacrificing one life to save five is morally acceptable.
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D2,framed,6,Minimizing harm by sacrificing one combatant to save five civilians is morally acceptable in this situation.
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D3,framed,2,Sacrificing one life to save five is morally questionable and involves directly causing harm to an innocent person.
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D4,framed,7,Saving five lives outweighs the harm caused to the one donor.
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D5,framed,2,"Lying under oath undermines the justice system and truth, which are essential for a fair society."
3f22c9be-8b9c-4eca-be6c-b114a5676b39,D6,framed,1,"Framing an innocent person is morally wrong, regardless of the potential benefits."
